sample,image name,species,otolith label,otolith length,fish length(FL)mm,fish weight(FW)gr
18,16.jpg,Norway Pout,4,4.05,92.32,5.17
18,16.jpg,Norway Pout,5,4.13,94.12,5.5
18,16.jpg,Norway Pout,6,4.13,94.07,5.49
18,16.jpg,Norway Pout,7,3.91,89.19,4.62
18,16.jpg,Norway Pout,8,4.4,100.23,6.74
18,16.jpg,Norway Pout,9,3.78,86.16,4.13
18,16.jpg,Norway Pout,10,4.26,97.06,6.08
18,16.jpg,Blue Whiting,11,4.58,65.38,3.05
18,16.jpg,Norway Pout,12,4.23,96.47,5.96
18,16.jpg,Norway Pout,13,4.27,97.4,6.15
18,16.jpg,Norway Pout,14,4.15,94.51,5.57
18,16.jpg,Norway Pout,15,3.88,88.56,4.52
18,16.jpg,Norway Pout,16,4.55,103.76,7.55
18,16.jpg,Norway Pout,17,4.53,103.19,7.41
18,17.jpg,Norway Pout,1,4.62,105.31,7.92
18,17.jpg,Norway Pout,2,4.62,105.38,7.93
18,17.jpg,Norway Pout,3,4.48,102.05,7.15
18,17.jpg,Norway Pout,4,4.1,93.39,5.36
18,17.jpg,Norway Pout,5,4.29,97.83,6.24
18,17.jpg,Norway Pout,6,4.05,92.43,5.19
18,17.jpg,Norway Pout,7,4.14,94.46,5.57
18,17.jpg,Norway Pout,8,4.55,103.65,7.52
18,17.jpg,Norway Pout,9,3.84,87.53,4.35
18,17.jpg,Norway Pout,10,4,91.13,4.95
18,17.jpg,Norway Pout,11,3.95,89.95,4.75
18,17.jpg,Norway Pout,12,3.86,88.03,4.43
18,18.jpg,Norway Pout,1,4.21,96.03,5.87
18,18.jpg,Norway Pout,2,4.46,101.62,7.05
18,18.jpg,Norway Pout,3,3.77,86,4.11
18,18.jpg,Norway Pout,4,4.16,94.83,5.64
18,18.jpg,Norway Pout,5,3.76,85.61,4.05
18,18.jpg,Norway Pout,7,3.85,87.76,4.38
18,18.jpg,Norway Pout,8,4.25,96.9,6.05
18,18.jpg,Norway Pout,9,3.84,87.6,4.36
18,18.jpg,Norway Pout,10,4.46,101.64,7.06
18,18.jpg,Norway Pout,11,3.97,90.58,4.86
18,18.jpg,Norway Pout,12,4.09,93.3,5.35
18,18.jpg,Norway Pout,13,3.77,86,4.11
18,19.jpg,Unidentified Gadidae,1,3.43,46.2,1.75
18,19.jpg,Unidentified Gadidae,2,3.42,45.99,1.73
18,19.jpg,Unidentified Gadidae,3,4,61.59,3.17
18,19.jpg,Unidentified Gadidae,4,3.68,53.01,2.3
18,19.jpg,Unidentified Gadidae,5,3.38,45.01,1.66
18,19.jpg,Unidentified Gadidae,6,3.66,52.5,2.26
18,19.jpg,Norway Pout,7,3.98,90.68,4.88
18,19.jpg,Unidentified Gadidae,8,4.1,64.32,3.48
18,19.jpg,Unidentified Gadidae,9,3.7,53.41,2.34
18,19.jpg,Norway Pout,10,3.32,75.63,2.71
18,19.jpg,Unidentified Gadidae,11,3.22,40.76,1.38
18,19.jpg,Unidentified Gadidae,12,3.17,39.29,1.29
18,19.jpg,Unidentified Gadidae,13,2.77,28.91,0.78
18,19.jpg,Unidentified Gadidae,14,3.23,40.97,1.4
18,19.jpg,Unidentified Gadidae,15,3.29,42.59,1.5
18,19.jpg,Unidentified Gadidae,16,3.23,41,1.4
18,19.jpg,Unidentified Gadidae,17,3.39,45.3,1.68
18,19.jpg,Unidentified Gadidae,18,3.31,43.17,1.54
18,19.jpg,Unidentified Gadidae,19,3.19,40,1.34
18,19.jpg,Norway Pout,20,3.52,80.28,3.29
18,19.jpg,Unidentified Gadidae,21,3.8,56.22,2.6
18,20.jpg,Norway Pout,1,5.79,131.94,16.43
18,20.jpg,Norway Pout,2,5.19,118.35,11.56
18,20.jpg,Norway Pout,3,5.59,127.38,14.66
18,20.jpg,Norway Pout,4,5.41,123.44,13.24
18,20.jpg,Norway Pout,5,4.9,111.63,9.56
18,20.jpg,Norway Pout,6,4.56,104.04,7.61
18,20.jpg,Norway Pout,7,4.68,106.8,8.28
18,20.jpg,Norway Pout,8,5.09,115.98,10.82
18,20.jpg,Norway Pout,9,4.55,103.67,7.52
18,20.jpg,Norway Pout,10,4.89,111.49,9.52
18,20.jpg,Norway Pout,11,4.98,113.5,10.09
18,20.jpg,Norway Pout,12,4.11,93.64,5.41
18,21.jpg,Norway Pout,1,5.39,122.91,13.06
18,21.jpg,Norway Pout,2,5.18,118.13,11.48
18,21.jpg,Norway Pout,3,5.32,121.39,12.54
18,21.jpg,Norway Pout,4,5.49,125.24,13.88
18,21.jpg,Norway Pout,5,5.29,120.59,12.28
18,21.jpg,Norway Pout,6,4.83,110.22,9.17
18,21.jpg,Norway Pout,7,4.82,109.9,9.09
18,21.jpg,Norway Pout,8,5.32,121.2,12.48
18,21.jpg,Norway Pout,9,5.62,128.09,14.93
18,21.jpg,Norway Pout,10,4.48,102.19,7.18
18,21.jpg,Norway Pout,11,5.12,116.76,11.06
18,21.jpg,Norway Pout,12,4.74,108.12,8.62
18,21.jpg,Norway Pout,13,4.51,102.78,7.32
18,24.jpg,Blue Whiting,4,3.71,42.16,1.45
18,1.jpg,Cod,1,7.63,199.99,66.32
18,1.jpg,Cod,2,7.55,196.92,63.28
18,1.jpg,Cod,3,6.47,159.26,33.92
18,1.jpg,Cod,4,6.39,156.68,32.38
18,3.jpg,Cod,3,5.69,132.15,20.22
18,13.jpg,Cod,1,9.13,252.24,136.72
18,13.jpg,Cod,2,8.7,237.23,112.51
18,23.jpg,Cod,1,7.24,186.28,53.56
18,3.jpg,Cod,1,9.91,279.42,190.32
18,4.jpg,Garfish,1,6.87,833.39,853.11
18,24.jpg,Unidentified Gadidae,2,5.85,113.59,14.1
18,7.jpg,Norway Pout,1,6.9,157.32,29.06
18,8.jpg,Norway Pout,1,5.91,134.68,17.57
18,8.jpg,Norway Pout,2,7.03,160.22,30.83
18,8.jpg,Norway Pout,3,6.02,137.35,18.72
18,8.jpg,Norway Pout,4,6.7,152.76,26.42
18,9.jpg,Norway Pout,1,4.38,99.84,6.66
18,9.jpg,Norway Pout,2,4.09,93.16,5.32
18,9.jpg,Norway Pout,3,4.13,94.19,5.51
18,9.jpg,Norway Pout,4,4.37,99.73,6.64
18,9.jpg,Norway Pout,5,4.25,96.97,6.06
18,9.jpg,Norway Pout,6,4.33,98.77,6.43
18,9.jpg,Norway Pout,7,4.1,93.53,5.39
18,9.jpg,Norway Pout,8,4.42,100.71,6.85
18,9.jpg,Norway Pout,9,4.56,103.95,7.59
18,9.jpg,Norway Pout,10,4.7,107.16,8.38
18,9.jpg,Norway Pout,11,4.49,102.42,7.23
18,10.jpg,Norway Pout,1,4.71,107.39,8.43
18,10.jpg,Norway Pout,2,4.13,94.14,5.5
18,10.jpg,Norway Pout,3,4.68,106.66,8.25
18,10.jpg,Norway Pout,4,4.73,107.78,8.53
18,10.jpg,Norway Pout,5,4.34,98.97,6.47
18,10.jpg,Norway Pout,6,4.53,103.38,7.45
18,10.jpg,Norway Pout,7,4.43,101.03,6.92
18,10.jpg,Norway Pout,8,4.75,108.23,8.65
18,10.jpg,Norway Pout,9,4.46,101.62,7.05
18,10.jpg,Norway Pout,10,4.76,108.46,8.71
18,10.jpg,Norway Pout,11,4.61,105.06,7.86
18,10.jpg,Norway Pout,12,4.58,104.49,7.72
18,2.jpg,Whiting,1,8.32,152.09,27.61
18,2.jpg,Whiting,2,8.62,157.28,30.65
18,2.jpg,Whiting,3,8.61,156.98,30.47
18,2.jpg,Whiting,4,8.46,154.46,28.97
18,6.jpg,Whiting,1,6.6,122.28,13.93
18,6.jpg,Whiting,2,5.61,105.22,8.64
18,6.jpg,Whiting,3,6.36,118.16,12.5
19,4.jpg,Blue Whiting,1,4.35,59.29,2.55
19,4.jpg,Blue Whiting,2,3.85,45.8,1.65
19,4.jpg,Blue Whiting,3,5.79,97.38,6.92
19,1.jpg,Hake,2,8.76,189.62,45.7
19,1.jpg,Hake,3,9.26,202.79,55.11
19,5.jpg,Unidentified Gadidae,3,3.08,36.94,1.16
19,5.jpg,Unidentified Gadidae,5,5.93,116.11,14.96
19,3.jpg,Norway Pout,1,7.2,164.16,33.36
19,2.jpg,Vahl's Eelpout,1,3.07,136.86,8.73
19,2.jpg,Vahl's Eelpout,2,3.29,145.35,10.01
19,2.jpg,Vahl's Eelpout,3,2.82,127.69,7.44
19,2.jpg,Vahl's Eelpout,4,3.24,143.51,9.73
19,2.jpg,Vahl's Eelpout,5,3.43,150.52,10.84
19,2.jpg,Vahl's Eelpout,6,3.16,140.56,9.28
19,2.jpg,Vahl's Eelpout,7,2.51,115.77,5.92
19,2.jpg,Vahl's Eelpout,8,3.03,135.47,8.53
19,2.jpg,Vahl's Eelpout,9,2.61,119.54,6.38
19,2.jpg,Vahl's Eelpout,10,3.38,148.86,10.57
19,2.jpg,Vahl's Eelpout,11,2.54,117.16,6.09
19,2.jpg,Vahl's Eelpout,12,2.76,125.47,7.15
19,2.jpg,Vahl's Eelpout,13,2.39,111.46,5.41
19,2.jpg,Vahl's Eelpout,14,2.41,111.99,5.47
19,2.jpg,Vahl's Eelpout,15,2.51,115.84,5.93
19,2.jpg,Vahl's Eelpout,16,2.67,121.99,6.69
19,2.jpg,Vahl's Eelpout,17,2.54,117.01,6.07
20,2.jpg,Hake,1,8.9,193.24,48.16
20,1.jpg,Plaice,1,4.64,217.19,93.05
20,1.jpg,Vahl's Eelpout,2,2.98,133.66,8.27
21,0,empty,,,,
22,1.jpg,Haddock/Pollack/Saithe,1,6.23,135.8,20.93
22,1.jpg,Haddock/Pollack/Saithe,2,6.16,133.58,19.89
22,1.jpg,Haddock/Pollack/Saithe,3,6.16,133.7,19.95
22,1.jpg,Haddock/Pollack/Saithe,4,6.05,130.13,18.34
22,1.jpg,Haddock/Pollack/Saithe,5,6.07,130.71,18.59
22,1.jpg,Haddock/Pollack/Saithe,6,6.13,132.54,19.41
22,1.jpg,Haddock/Pollack/Saithe,7,6.13,132.72,19.5
22,1.jpg,Haddock/Pollack/Saithe,8,5.99,128.42,17.6
22,1.jpg,Haddock/Pollack/Saithe,9,6.19,134.57,20.35
22,1.jpg,Haddock/Pollack/Saithe,10,6.28,137.37,21.69
22,1.jpg,Haddock/Pollack/Saithe,11,5.75,121.3,14.75
22,2.jpg,Haddock/Pollack/Saithe,2,5.72,120.28,14.37
22,2.jpg,Haddock/Pollack/Saithe,3,6.06,130.43,18.47
22,2.jpg,Haddock/Pollack/Saithe,4,5.76,121.47,14.81
22,2.jpg,Haddock/Pollack/Saithe,5,5.6,116.67,13.07
22,2.jpg,Haddock/Pollack/Saithe,6,5.59,116.43,12.99
22,2.jpg,Haddock/Pollack/Saithe,7,5.61,117.05,13.21
22,2.jpg,Haddock/Pollack/Saithe,8,5.88,124.98,16.18
22,2.jpg,Haddock/Pollack/Saithe,9,5.62,117.38,13.32
22,2.jpg,Haddock/Pollack/Saithe,10,5.8,122.73,15.29
22,2.jpg,Haddock/Pollack/Saithe,11,5.87,124.74,16.08
22,3.jpg,Haddock/Pollack/Saithe,1,5.44,112.13,11.56
22,3.jpg,Haddock/Pollack/Saithe,2,5.68,119.09,13.93
22,3.jpg,Haddock/Pollack/Saithe,3,4.55,86.95,5.25
22,3.jpg,Haddock/Pollack/Saithe,4,5.21,105.48,9.56
22,3.jpg,Haddock/Pollack/Saithe,5,5.28,107.52,10.15
22,3.jpg,Haddock/Pollack/Saithe,6,5.04,100.6,8.26
22,3.jpg,Haddock/Pollack/Saithe,7,4.94,97.82,7.57
22,3.jpg,Haddock/Pollack/Saithe,8,5.14,103.43,9
22,3.jpg,Haddock/Pollack/Saithe,9,5.78,122.04,15.03
22,4.jpg,Haddock/Pollack/Saithe,1,4.74,92.32,6.33
22,4.jpg,Haddock/Pollack/Saithe,2,4.41,83.17,4.58
22,4.jpg,Haddock/Pollack/Saithe,3,5.26,106.75,9.92
22,5.jpg,Haddock/Pollack/Saithe,2,5.45,112.18,11.58
22,5.jpg,Haddock/Pollack/Saithe,3,6.4,141.1,23.57
22,5.jpg,Haddock/Pollack/Saithe,4,6.01,129.12,17.9
23,1.jpg,Haddock/Pollack/Saithe,1,5.75,121.24,14.72
23,1.jpg,Haddock/Pollack/Saithe,2,5.6,116.61,13.05
23,1.jpg,Haddock/Pollack/Saithe,3,5.56,115.46,12.66
23,1.jpg,Haddock/Pollack/Saithe,4,5.72,120.19,14.34
23,1.jpg,Haddock/Pollack/Saithe,5,5.71,120.1,14.3
23,1.jpg,Haddock/Pollack/Saithe,6,6.09,131.35,18.88
23,2.jpg,Haddock/Pollack/Saithe,1,5.27,106.98,9.99
23,2.jpg,Haddock/Pollack/Saithe,3,5.64,117.97,13.53
23,2.jpg,Haddock/Pollack/Saithe,4,5.04,100.54,8.24
23,2.jpg,Haddock/Pollack/Saithe,5,5.29,107.55,10.16
23,2.jpg,Haddock/Pollack/Saithe,6,5.85,124.17,15.86
23,2.jpg,Haddock/Pollack/Saithe,7,5.31,108.3,10.38
23,2.jpg,Haddock/Pollack/Saithe,8,5.63,117.5,13.36
23,2.jpg,Haddock/Pollack/Saithe,9,6.27,136.91,21.47
23,3.jpg,Haddock/Pollack/Saithe,1,5.64,117.91,13.51
23,3.jpg,Haddock/Pollack/Saithe,7,4.95,97.9,7.59
23,3.jpg,Haddock/Pollack/Saithe,8,5.55,115.23,12.58
24,1.jpg,Haddock/Pollack/Saithe,1,6.25,136.29,21.17
24,1.jpg,Haddock/Pollack/Saithe,2,5.9,125.67,16.46
24,1.jpg,Haddock/Pollack/Saithe,3,5.9,125.58,16.42
24,1.jpg,Haddock/Pollack/Saithe,4,5.49,113.5,12
24,1.jpg,Haddock/Pollack/Saithe,5,6.08,131.07,18.75
24,1.jpg,Haddock/Pollack/Saithe,6,6.19,134.53,20.33
24,1.jpg,Haddock/Pollack/Saithe,7,6.1,131.87,19.11
24,1.jpg,Haddock/Pollack/Saithe,8,6.69,150.14,28.58
24,1.jpg,Haddock/Pollack/Saithe,9,6.13,132.63,19.45
24,2.jpg,Haddock/Pollack/Saithe,1,6.59,146.94,26.73
24,2.jpg,Haddock/Pollack/Saithe,2,5.8,122.67,15.27
24,2.jpg,Haddock/Pollack/Saithe,3,5.67,118.92,13.87
24,2.jpg,Haddock/Pollack/Saithe,4,5.45,112.36,11.63
24,2.jpg,Haddock/Pollack/Saithe,5,6.23,135.64,20.86
24,2.jpg,Haddock/Pollack/Saithe,6,5.82,123.18,15.47
24,2.jpg,Haddock/Pollack/Saithe,7,5.53,114.52,12.34
24,2.jpg,Haddock/Pollack/Saithe,8,5.92,126.4,16.76
24,2.jpg,Haddock/Pollack/Saithe,9,6.32,138.4,22.2
24,3.jpg,Haddock/Pollack/Saithe,1,5.76,121.36,14.77
24,3.jpg,Haddock/Pollack/Saithe,2,5.95,127.06,17.03
24,3.jpg,Haddock/Pollack/Saithe,3,5.75,121.12,14.68
24,3.jpg,Haddock/Pollack/Saithe,4,5.72,120.22,14.35
24,3.jpg,Haddock/Pollack/Saithe,5,5.97,127.73,17.31
24,3.jpg,Haddock/Pollack/Saithe,6,6.05,130.1,18.32
24,3.jpg,Haddock/Pollack/Saithe,7,5.8,122.64,15.26
24,3.jpg,Haddock/Pollack/Saithe,8,6.05,130.13,18.34
24,4.jpg,Haddock/Pollack/Saithe,1,6.61,147.48,27.03
24,4.jpg,Haddock/Pollack/Saithe,2,6.07,130.89,18.67
24,4.jpg,Haddock/Pollack/Saithe,3,5.96,127.58,17.25
24,4.jpg,Haddock/Pollack/Saithe,4,5.94,126.97,16.99
24,4.jpg,Haddock/Pollack/Saithe,5,5.13,103.23,8.94
24,4.jpg,Haddock/Pollack/Saithe,6,6.06,130.58,18.54
24,4.jpg,Haddock/Pollack/Saithe,7,5.9,125.73,16.49
24,4.jpg,Haddock/Pollack/Saithe,8,6.11,131.93,19.14
24,4.jpg,Haddock/Pollack/Saithe,9,6.04,130.04,18.3
24,4.jpg,Haddock/Pollack/Saithe,10,6.11,131.93,19.14
24,5.jpg,Haddock/Pollack/Saithe,1,5.93,126.52,16.81
24,5.jpg,Haddock/Pollack/Saithe,2,5.85,124.05,15.81
24,5.jpg,Haddock/Pollack/Saithe,3,5.84,123.96,15.77
24,5.jpg,Haddock/Pollack/Saithe,4,5.49,113.38,11.96
24,5.jpg,Haddock/Pollack/Saithe,5,6.09,131.56,18.97
24,5.jpg,Haddock/Pollack/Saithe,6,5.63,117.58,13.39
24,5.jpg,Haddock/Pollack/Saithe,7,5.76,121.47,14.81
24,5.jpg,Haddock/Pollack/Saithe,8,6.2,134.69,20.41
24,5.jpg,Haddock/Pollack/Saithe,9,5.77,121.68,14.89
24,5.jpg,Haddock/Pollack/Saithe,10,5.92,126.16,16.66
24,6.jpg,Haddock/Pollack/Saithe,1,5.44,112.07,11.54
24,6.jpg,Haddock/Pollack/Saithe,2,6.04,129.97,18.27
24,6.jpg,Haddock/Pollack/Saithe,3,5.79,122.37,15.16
24,6.jpg,Haddock/Pollack/Saithe,4,5.53,114.79,12.43
24,6.jpg,Haddock/Pollack/Saithe,5,5.62,117.41,13.33
24,6.jpg,Haddock/Pollack/Saithe,6,5.27,107.21,10.06
24,6.jpg,Haddock/Pollack/Saithe,7,5.45,112.18,11.58
24,6.jpg,Haddock/Pollack/Saithe,8,5.89,125.28,16.3
24,6.jpg,Haddock/Pollack/Saithe,9,5.31,108.21,10.35
24,6.jpg,Haddock/Pollack/Saithe,10,5.62,117.32,13.3
24,6.jpg,Haddock/Pollack/Saithe,11,5.5,113.76,12.09
24,6.jpg,Haddock/Pollack/Saithe,12,5.08,101.78,8.56
24,7.jpg,Haddock/Pollack/Saithe,1,5.31,108.36,10.39
24,7.jpg,Haddock/Pollack/Saithe,2,5.58,116.08,12.87
24,7.jpg,Haddock/Pollack/Saithe,3,5.28,107.52,10.15
24,7.jpg,Haddock/Pollack/Saithe,4,5.68,119.15,13.95
24,7.jpg,Haddock/Pollack/Saithe,5,5.42,111.49,11.35
24,7.jpg,Haddock/Pollack/Saithe,6,5.16,104,9.15
24,7.jpg,Haddock/Pollack/Saithe,7,5.49,113.59,12.03
24,7.jpg,Haddock/Pollack/Saithe,8,4.68,90.48,5.94
24,7.jpg,Haddock/Pollack/Saithe,9,5.25,106.54,9.86
24,7.jpg,Haddock/Pollack/Saithe,10,5.69,119.45,14.06
24,7.jpg,Haddock/Pollack/Saithe,11,5.83,123.6,15.63
24,7.jpg,Haddock/Pollack/Saithe,12,5.76,121.59,14.86
24,8.jpg,Haddock/Pollack/Saithe,13,4.42,83.65,4.66
24,8.jpg,Haddock/Pollack/Saithe,15,4.95,97.9,7.59
24,8.jpg,Haddock/Pollack/Saithe,16,5.15,103.74,9.08
24,10.jpg,Haddock/Pollack/Saithe,31,6.05,130.13,18.34
24,10.jpg,Haddock/Pollack/Saithe,32,5.77,121.71,14.91
25,0,empty,,,,
26,0,empty,,,,
27,5.jpg,Norway Pout,46,5.73,130.67,15.93
27,6.jpg,Norway Pout,47,4.53,103.33,7.44
27,6.jpg,Norway Pout,48,4.82,109.83,9.07
27,6.jpg,Norway Pout,49,4.37,99.73,6.64
27,6.jpg,Norway Pout,50,4.25,96.97,6.06
27,6.jpg,Norway Pout,51,4.23,96.33,5.93
27,6.jpg,Norway Pout,52,4.17,95.05,5.68
27,6.jpg,Norway Pout,53,3.91,89.06,4.6
27,6.jpg,Norway Pout,54,4.47,101.89,7.11
27,5.jpg,Cod,45,5.25,116.93,14.65
27,1.jpg,Haddock/Pollack/Saithe,1,6.1,131.59,18.99
27,1.jpg,Haddock/Pollack/Saithe,2,5.73,120.52,14.46
27,1.jpg,Haddock/Pollack/Saithe,3,5.95,127.27,17.12
27,1.jpg,Haddock/Pollack/Saithe,4,5.58,116.2,12.91
27,1.jpg,Haddock/Pollack/Saithe,5,6.2,134.69,20.41
27,1.jpg,Haddock/Pollack/Saithe,6,5.53,114.61,12.37
27,1.jpg,Haddock/Pollack/Saithe,7,5.75,121.15,14.69
27,1.jpg,Haddock/Pollack/Saithe,8,5.99,128.42,17.6
27,1.jpg,Haddock/Pollack/Saithe,9,6.14,132.82,19.54
27,1.jpg,Haddock/Pollack/Saithe,10,5.75,121.24,14.72
27,1.jpg,Haddock/Pollack/Saithe,11,6.25,136.48,21.26
27,2.jpg,Haddock/Pollack/Saithe,12,5.88,125.16,16.25
27,2.jpg,Haddock/Pollack/Saithe,13,5.68,118.98,13.89
27,2.jpg,Haddock/Pollack/Saithe,14,5.4,110.76,11.13
27,2.jpg,Haddock/Pollack/Saithe,15,4.96,98.24,7.67
27,2.jpg,Haddock/Pollack/Saithe,16,6.01,128.97,17.84
27,2.jpg,Haddock/Pollack/Saithe,17,6.68,149.95,28.46
27,2.jpg,Haddock/Pollack/Saithe,18,6.2,134.72,20.42
27,2.jpg,Haddock/Pollack/Saithe,19,5.94,126.82,16.93
27,2.jpg,Haddock/Pollack/Saithe,20,6.19,134.53,20.33
27,2.jpg,Haddock/Pollack/Saithe,21,5.81,122.85,15.34
27,2.jpg,Haddock/Pollack/Saithe,22,6.09,131.29,18.85
27,2.jpg,Haddock/Pollack/Saithe,23,6.05,130.19,18.36
27,2.jpg,Haddock/Pollack/Saithe,24,6.5,144.11,25.16
27,3.jpg,Haddock/Pollack/Saithe,26,5.39,110.59,11.07
27,3.jpg,Haddock/Pollack/Saithe,27,5.98,128.21,17.51
27,3.jpg,Haddock/Pollack/Saithe,28,5.52,114.29,12.26
27,3.jpg,Haddock/Pollack/Saithe,29,5.66,118.47,13.71
27,3.jpg,Haddock/Pollack/Saithe,30,5.62,117.29,13.29
27,3.jpg,Haddock/Pollack/Saithe,31,6.04,130.04,18.3
27,3.jpg,Haddock/Pollack/Saithe,33,5.92,126.4,16.76
27,3.jpg,Haddock/Pollack/Saithe,34,6.04,129.97,18.27
27,3.jpg,Haddock/Pollack/Saithe,35,5.67,118.86,13.85
27,3.jpg,Haddock/Pollack/Saithe,36,5.66,118.5,13.72
27,4.jpg,Haddock/Pollack/Saithe,37,5.47,112.97,11.83
27,4.jpg,Haddock/Pollack/Saithe,38,5.72,120.25,14.36
27,4.jpg,Haddock/Pollack/Saithe,39,5.1,102.18,8.67
27,4.jpg,Haddock/Pollack/Saithe,40,4.59,88.12,5.47
27,4.jpg,Haddock/Pollack/Saithe,41,5.3,107.92,10.27
27,4.jpg,Haddock/Pollack/Saithe,42,4.73,91.88,6.23
27,4.jpg,Haddock/Pollack/Saithe,43,5.5,113.64,12.05
27,4.jpg,Haddock/Pollack/Saithe,44,5.06,101.13,8.39
27,,Cephalopoda,1,,,
28,4.jpg,Cod,9,9.4,261.49,153.48
28,4.jpg,Cod,10,9.61,268.88,167.95
28,5.jpg,Cod,13,8.64,235,109.2
28,6.jpg,Cod,15,8.71,237.61,113.09
28,6.jpg,Cod,16,6.86,173.05,43.11
28,6.jpg,Cod,17,8.47,229.34,101.16
28,7.jpg,Cod,19,8.6,233.71,107.33
28,7.jpg,Cod,20,7.65,200.59,66.92
28,7.jpg,Cod,21,8.87,242.99,121.38
28,7.jpg,Cod,23,8.51,230.7,103.05
28,10.jpg,Cod,1,9.77,274.57,179.77
28,13.jpg,Four-bearded Rockling,1,3.35,206.85,35.02
28,3.jpg,Haddock/Pollack/Saithe,6,11.19,311.35,274.28
28,3.jpg,Haddock/Pollack/Saithe,7,9.31,239.95,122.29
28,3.jpg,Haddock/Pollack/Saithe,8,10.06,267.75,171.8
28,9.jpg,Haddock/Pollack/Saithe,1,10.28,276.06,188.88
28,14.jpg,Haddock/Pollack/Saithe,4,6.41,141.2,23.62
28,12.jpg,Long Rough Dab,1,3.89,163.56,28.5
28,14.jpg,Unidentified Gadidae,1,5.49,103.41,11
28,14.jpg,Unidentified Gadidae,3,5.18,94.44,8.71
28,11.jpg,Poor Cod,24,7.54,158.47,41.59
28,11.jpg,Poor Cod,26,7.68,162.15,44.66
28,1.jpg,Whiting,1,9.95,180.2,46.72
28,1.jpg,Whiting,2,12.18,218.85,84.93
28,2.jpg,Whiting,3,9.07,164.98,35.55
28,2.jpg,Whiting,4,5.5,103.25,8.13
28,2.jpg,Whiting,5,5.56,104.25,8.39
28,,Cephalopoda,1,,,
28,,Cephalopoda,1,,,
29,5.jpg,Ballan Wrasse,1,3.52,208.15,138.43
29,5.jpg,Ballan Wrasse,2,3.5,206.52,134.51
29,5.jpg,Ballan Wrasse,3,3.32,194.15,107.44
29,5.jpg,Ballan Wrasse,4,2.94,168.73,64.96
29,5.jpg,Ballan Wrasse,5,3.92,235.47,218.08
29,5.jpg,Ballan Wrasse,6,3.76,224.46,182.65
29,5.jpg,Ballan Wrasse,7,4.2,254.44,291.11
29,5.jpg,Ballan Wrasse,8,3.12,180.83,83.16
29,5.jpg,Ballan Wrasse,9,3.78,225.62,186.15
29,5.jpg,Ballan Wrasse,10,4.25,257.36,303.84
29,5.jpg,Ballan Wrasse,11,4.52,276.12,395.96
29,5.jpg,Ballan Wrasse,12,4.12,248.52,266.6
29,5.jpg,Ballan Wrasse,13,2.65,148.68,41.65
29,5.jpg,Ballan Wrasse,14,2.53,141,34.67
29,5.jpg,Ballan Wrasse,15,2.96,170.16,66.93
29,5.jpg,Ballan Wrasse,16,3.04,175.66,74.97
29,5.jpg,Ballan Wrasse,17,2.6,145.55,38.69
29,5.jpg,Ballan Wrasse,18,3.42,201.01,121.89
29,8.jpg,Ballan Wrasse,37,2.51,139.23,33.2
29,8.jpg,Ballan Wrasse,38,2.48,137.26,31.62
29,8.jpg,Ballan Wrasse,39,2.28,123.94,22.36
29,8.jpg,Ballan Wrasse,40,2.27,123.32,21.99
29,8.jpg,Ballan Wrasse,41,2.73,153.98,47.07
29,8.jpg,Ballan Wrasse,42,2.49,138.14,32.32
29,8.jpg,Ballan Wrasse,43,2.57,143.17,36.55
29,8.jpg,Ballan Wrasse,44,2.33,127.27,24.45
29,8.jpg,Ballan Wrasse,45,2.44,134.33,29.37
29,8.jpg,Ballan Wrasse,46,2.66,149.7,42.66
29,8.jpg,Ballan Wrasse,47,2.4,131.82,27.54
29,8.jpg,Ballan Wrasse,48,2.27,122.92,21.75
29,8.jpg,Ballan Wrasse,49,2.18,117.21,18.56
29,8.jpg,Ballan Wrasse,50,2.19,117.48,18.7
29,8.jpg,Ballan Wrasse,51,2.36,128.9,25.53
29,8.jpg,Ballan Wrasse,52,2.25,121.9,21.15
29,6.jpg,Black Goby,19,2.48,95.41,10.21
29,6.jpg,Black Goby,20,2.31,88.05,7.51
29,6.jpg,Black Goby,21,1.83,68.04,2.85
29,6.jpg,Black Goby,22,2.61,100.83,12.63
29,6.jpg,Black Goby,23,2.17,82.13,5.77
29,6.jpg,Black Goby,26,2.47,94.74,9.94
29,6.jpg,Black Goby,27,2.03,76.53,4.42
29,6.jpg,Black Goby,28,2.79,108.27,16.64
29,6.jpg,Black Goby,29,2.24,85.07,6.59
29,7.jpg,Blue Whiting,30,6.06,104.72,8.16
29,3.jpg,Cod,8,8.33,224.35,94.44
29,3.jpg,Cod,9,8.88,243.34,121.94
29,3.jpg,Cod,10,9.75,273.88,178.28
29,3.jpg,Cod,11,8.83,241.8,119.51
29,3.jpg,Cod,12,8.6,233.6,107.17
29,4.jpg,Cod,1,10.9,314.01,279.73
29,2.jpg,Greater Argentine,6,8.48,350.04,314.76
29,2.jpg,Greater Argentine,7,7.76,321.1,237.26
29,7.jpg,Unidentified Gadidae,31,4.37,71.94,4.49
29,7.jpg,Unidentified Gadidae,32,4.26,68.9,4.07
29,7.jpg,Unidentified Gadidae,33,4.56,77.17,5.3
29,7.jpg,Unidentified Gadidae,34,4.27,68.93,4.07
29,7.jpg,Unidentified Gadidae,35,4.01,61.84,3.19
29,7.jpg,Unidentified Gadidae,36,5.27,96.91,9.3
29,1.jpg,Norway Pout,1,7.32,166.87,35.18
